City_ID,City,Latitude,Longitude,Max Temperature (C),Humidity (%),Cloudiness (%),Wind Speed (m/s),Country,Date
363,fontanelas,38.8472,-9.4372,14.29,83,1,4.79,PT,1698111223
364,napili-honokowai,20.9708,-156.6705,29.66,67,2,6.09,US,1698111223
365,hamilton,39.1834,-84.5333,14.56,69,0,3.6,US,1698111121
366,huarmey,-10.0681,-78.1522,20.54,86,67,4.38,PE,1698111224
367,tarawa,1.419,172.984,33.05,66,40,3.6,KI,1698111224
368,puerto deseado,-47.7503,-65.8938,8.35,76,0,7.78,AR,1698111224
369,akonolinga,3.7667,12.25,19.96,99,98,0.81,CM,1698111224
370,porecatu,-22.7558,-51.3792,26.62,46,100,2.87,BR,1698111224
371,yuzhno-kurilsk,44.0306,145.8556,12.42,57,4,5.23,RU,1698111224
372,nuea khlong,8.0714,98.9993,26.08,94,20,1.54,TH,1698111224
373,muscat,23.6139,58.5922,27.01,60,100,1.24,OM,1698111224
374,kralendijk,12.15,-68.2667,28.99,84,20,3.6,BQ,1698111225
375,isangel,-19.55,169.2667,26.06,73,100,4.63,VU,1698111225
376,toliara,-23.35,43.6667,21.67,86,0,2.01,MG,1698111225
377,jalai nur,49.45,117.7,8.35,33,6,4.9,CN,1698111225
378,khulm,36.6974,67.6983,15.74,51,0,2.74,AF,1698111225
379,mislinja,46.4411,15.1956,14.82,71,100,2.41,SI,1698111225
380,buka,40.8108,69.1986,10.47,86,12,0.06,UZ,1698111225
381,kalaleh,37.3807,55.4916,19.07,43,0,2.04,IR,1698111225
382,pasir mas,6.0493,102.1399,26.94,83,85,1.22,MY,1698111225
383,camapua,-19.5314,-54.0439,30.24,40,100,1.32,BR,1698111226
384,nishinoomote,30.7333,131.0,20.31,72,75,4.63,JP,1698111226
385,robbah,33.2797,6.9098,26.36,24,22,4.61,DZ,1698111226
386,ortakoy,38.7373,34.0387,9.14,54,0,0.67,TR,1698111226
387,khorinsk,52.1657,109.7726,4.64,64,59,1.61,RU,1698111226
388,yoloten,37.2989,62.3597,14.8,56,0,4.11,TM,1698111226
389,langres,47.8333,5.3333,9.0,98,97,3.14,FR,1698111226
390,rongelap,11.1635,166.8941,28.75,76,55,6.46,MH,1698111226
391,kalix,65.853,23.1565,-4.57,74,1,3.24,SE,1698111227
392,usogorsk,63.4106,48.6872,-3.27,90,21,2.92,RU,1698111227
393,cidreira,-30.1811,-50.2056,19.34,97,100,3.29,BR,1698111227
394,taltal,-25.4,-70.4833,18.09,71,0,2.44,CL,1698111227
395,linxia chengguanzhen,35.6003,103.2064,11.59,56,100,1.02,CN,1698111227
396,mahmutlar,36.949,36.1923,22.7,44,7,2.47,TR,1698111227
397,klyuchi,52.2667,79.1667,0.25,61,100,6.07,RU,1698111227
398,las rosas,-32.4766,-61.5804,17.14,93,100,6.55,AR,1698111227
399,sainyabuli,19.25,101.75,26.1,67,7,0.81,LA,1698111227
400,bengkulu,-3.8004,102.2655,27.29,73,15,2.2,ID,1698111227
401,black river,18.0264,-77.8487,26.91,83,86,2.31,JM,1698111228
402,tazacorte,28.629,-17.9293,20.54,77,100,4.12,ES,1698111228
403,malango,-2.9627,119.9001,26.96,64,30,1.89,ID,1698111228
404,yerofey pavlovich,53.9667,121.9667,2.54,57,2,1.14,RU,1698111228
405,azul,-36.777,-59.8585,13.42,91,100,4.8,AR,1698111228
406,nagqu,31.5,92.0,-2.34,72,100,1.42,CN,1698111228
407,dynow,49.8151,22.2339,9.43,90,77,1.93,PL,1698111228
408,jesup,31.6074,-81.8854,16.3,88,0,0.0,US,1698111228
409,arraial do cabo,-22.9661,-42.0278,21.44,89,7,9.64,BR,1698111229
410,gornopravdinsk,60.05,69.9,-3.01,84,100,4.11,RU,1698111229
411,beyneu,45.3167,55.2,6.73,65,90,5.97,KZ,1698111229
412,port isabel,26.0734,-97.2086,27.26,78,0,6.69,US,1698111229
413,raduzhny,62.0961,77.475,-2.55,88,100,5.28,RU,1698110978
414,ironwood,46.4547,-90.171,9.9,81,100,4.12,US,1698111229
415,abong mbang,3.9833,13.1833,19.81,99,100,0.8,CM,1698111229
416,elva,58.2225,26.4211,4.08,95,100,1.03,EE,1698111229
417,bantay,17.5847,120.3892,28.31,69,77,1.32,PH,1698111229
418,rio preto da eva,-2.6994,-59.6997,25.3,81,94,1.07,BR,1698111229
419,ibiza,38.9088,1.433,21.9,80,40,11.32,ES,1698111060
420,dakhla,23.6848,-15.958,21.57,84,43,6.91,EH,1698111230
421,mossel bay,-34.1831,22.146,14.96,74,21,5.52,ZA,1698111230
422,odda,60.0691,6.5457,8.21,90,71,2.14,NO,1698111230
423,regina,50.4501,-104.6178,-0.94,83,100,4.63,CA,1698110671
424,enewetak,11.3474,162.3373,28.43,75,100,2.98,MH,1698111230
425,zholymbet,51.7433,71.7122,0.19,65,100,7.87,KZ,1698111230
426,east tamworth,-31.0894,150.9436,29.77,12,1,5.14,AU,1698111230
427,midelt,32.6852,-4.7451,10.4,79,47,3.46,MA,1698111230
428,nadym,65.5333,72.5167,-5.29,93,19,4.71,RU,1698111230
429,muang khong,14.1167,105.85,25.91,89,100,1.08,LA,1698111231
430,kalkaman,51.9525,76.0211,0.9,61,100,7.09,KZ,1698111231
431,camana,-16.6228,-72.7111,19.4,93,99,4.26,PE,1698110977
432,kokpekty,48.75,82.4,-0.29,72,100,1.78,KZ,1698111231
433,vilhena,-12.7406,-60.1458,25.78,49,72,1.13,BR,1698111231
434,homestead meadows north,31.8496,-106.1729,26.64,31,0,2.06,US,1698111231
435,andalgala,-27.5819,-66.3165,20.51,71,57,0.62,AR,1698111044
436,mo i rana,66.3128,14.1428,1.26,60,100,5.36,NO,1698111231
437,fort bragg,35.139,-79.006,11.19,86,0,0.0,US,1698111231
438,kalmunai,7.4167,81.8167,26.04,81,67,1.03,LK,1698111231
439,barcelos,41.5388,-8.6151,14.36,84,62,2.19,PT,1698111232
440,lompoc,34.6391,-120.4579,20.99,90,100,5.66,US,1698111232
441,kilindoni,-7.9139,39.6668,26.69,81,34,6.23,TZ,1698111232
442,vila velha,-20.3297,-40.2925,23.3,82,75,4.12,BR,1698111012
443,san fernando de apure,7.8878,-67.4724,26.01,79,50,0.18,VE,1698111232
444,abbeville,50.1,1.8333,10.7,96,76,3.03,FR,1698111016
445,port hueneme,34.1478,-119.1951,22.48,70,0,2.57,US,1698111024
446,tabira,-7.5908,-37.5394,23.41,50,24,4.29,BR,1698111232
447,tralee,52.2704,-9.7026,8.26,91,29,1.65,IE,1698111232
448,zhalantun,48.0,122.7167,11.12,38,0,6.24,CN,1698111232
449,kidal,18.4411,1.4078,28.02,15,0,4.99,ML,1698111232
450,pathein,16.7833,94.7333,26.65,87,99,2.41,MM,1698111233
451,abdulino,53.7,53.6667,5.54,85,100,7.58,RU,1698111233
452,levokumskoye,44.8219,44.6606,15.27,69,100,2.22,RU,1698111233
453,akureyri,65.6835,-18.0878,-1.04,100,100,2.06,IS,1698111233
454,polyarnyy,69.1989,33.4478,1.02,76,99,4.47,RU,1698111233
455,ellenabad,29.45,74.65,22.62,52,0,1.49,IN,1698111233
456,petropavlovsk-kamchatsky,53.0452,158.6483,7.33,46,40,8.0,RU,1698111233
457,al jubayl,27.0112,49.6583,28.73,63,100,4.04,SA,1698110994
458,sampit,-2.5333,112.95,27.66,83,100,1.22,ID,1698110976
459,bathsheba,13.2167,-59.5167,27.34,89,40,4.12,BB,1698111234
460,richfield,44.8833,-93.283,14.71,83,40,3.6,US,1698111169
461,sisimiut,66.9395,-53.6735,-5.48,73,48,7.8,GL,1698111234
462,tumpat,6.1978,102.171,26.99,83,40,4.63,MY,1698111234
463,belinskiy,52.9647,43.4165,9.89,93,100,6.12,RU,1698111234
464,wuwei,37.9281,102.6414,14.47,18,8,0.41,CN,1698111234
465,tsiombe,-25.3,45.4833,19.79,83,5,2.91,MG,1698111234
466,taroa,8.7058,171.2275,28.23,76,38,3.92,MH,1698111234
467,piedras negras,28.7,-100.5167,26.82,66,100,4.67,MX,1698111234
468,mogocha,53.7333,119.7667,3.03,61,10,1.38,RU,1698111234
469,hammerfest,70.6634,23.6821,-2.75,93,45,0.0,NO,1698111235
470,tabuk,17.4189,121.4443,27.97,76,53,1.16,PH,1698111235
471,ballina,-28.8667,153.5667,27.22,61,3,7.56,AU,1698111235
472,helston,50.1032,-5.2705,12.11,82,40,5.14,GB,1698111235
473,cabo san lucas,22.8909,-109.9124,27.61,75,0,5.66,MX,1698110721
474,kluczbork,50.9728,18.2182,7.77,79,75,3.18,PL,1698111235
475,margate,51.3813,1.3862,10.39,92,100,0.89,GB,1698111235
476,lorengau,-2.0226,147.2712,28.18,80,88,3.3,PG,1698111235
477,laguna,38.421,-121.4238,24.16,62,0,0.0,US,1698111077
478,valga,57.7778,26.0473,3.89,94,93,1.52,EE,1698111235
479,bamboo flat,11.7,92.7167,26.05,94,40,0.0,IN,1698111236
480,lascano,-33.6667,-54.2,17.25,98,100,4.86,UY,1698111236
481,istgah-e rah ahan-e garmsar,35.2346,52.3094,18.91,36,81,1.8,IR,1698111236
482,broome,42.2506,-75.833,6.76,80,95,0.74,US,1698111236
483,la gi,10.6667,107.7833,28.15,76,76,1.54,VN,1698111236
484,howard springs,-12.497,131.047,33.26,55,5,2.65,AU,1698111236
485,oroville east,39.5113,-121.4752,23.42,58,0,0.45,US,1698111236
486,pudasjarvi,65.3833,26.9167,-4.99,94,7,1.56,FI,1698111236
487,geraldton,-28.7667,114.6,25.23,22,100,9.77,AU,1698111236
488,hobyo,5.3505,48.5268,27.9,78,73,5.34,SO,1698111237
489,alice springs,-23.7,133.8833,26.75,28,21,5.14,AU,1698111036
490,mwinilunga,-11.7358,24.4293,19.56,71,100,1.35,ZM,1698111237
491,champerico,14.3,-91.9167,27.43,79,46,0.8,GT,1698111237
492,pedernales,18.0384,-71.744,27.82,78,3,0.85,DO,1698111237
493,juneau,58.3019,-134.4197,0.68,70,20,4.63,US,1698111149
494,aioun,16.6614,-9.6149,29.66,40,100,1.58,MR,1698111237
495,kintampo,8.0563,-1.7306,23.76,84,72,3.12,GH,1698111237
496,mitsamiouli,-11.3847,43.2844,25.48,81,7,6.29,KM,1698111237
497,callaway,30.153,-85.5699,22.19,59,0,2.06,US,1698111237
498,big spring,32.2504,-101.4787,19.57,90,100,5.66,US,1698110997
499,metlili chaamba,32.2667,3.6333,24.17,31,68,1.31,DZ,1698111238
500,arkhangel'sk,64.5401,40.5433,0.26,82,11,3.18,RU,1698111238
501,mahdia,35.5047,11.0622,22.97,34,80,3.3,TN,1698111238
502,saint croix,17.7397,-64.7388,28.25,86,20,2.06,VI,1698111238
503,launceston,-41.45,147.1667,17.8,63,92,10.29,AU,1698110971
504,kapuskasing,49.4169,-82.4331,8.05,76,100,5.66,CA,1698111238
505,manggar,-2.8833,108.2667,28.93,67,99,3.83,ID,1698111238
506,christchurch,-43.5333,172.6333,20.11,49,100,1.54,NZ,1698111010
507,korla,41.7597,86.1469,13.63,33,3,2.44,CN,1698111238
508,grand rapids,42.9634,-85.6681,14.53,63,75,9.26,US,1698111239
509,yanam,16.7333,82.2167,26.92,68,100,0.72,IN,1698111239
510,el matama,16.7095,33.3565,31.45,32,8,4.12,SD,1698111239
511,noumea,-22.2763,166.4572,28.99,66,66,6.42,NC,1698111004
512,yuli,9.6989,10.2744,24.41,57,50,1.26,NG,1698111239
513,kurtamysh,54.9103,64.4319,1.07,97,100,6.68,RU,1698111231
514,i-n-salah,27.1935,2.4607,28.97,15,74,2.12,DZ,1698111239
515,xilin hot,43.9667,116.0333,10.38,26,0,3.37,CN,1698111239
516,okha,53.5739,142.9478,6.12,49,72,4.45,RU,1698111239
517,milisauti,47.7833,26.0,12.32,89,55,1.48,RO,1698111239
518,tynemouth,55.0179,-1.4256,10.93,96,100,1.54,GB,1698111239
519,darab,28.7519,54.5444,19.13,48,0,1.4,IR,1698111240
520,colares,38.7992,-9.4469,14.94,83,1,0.45,PT,1698111240
521,namdrik,5.5994,168.1028,29.09,76,99,6.35,MH,1698111240
522,mombetsu,44.3525,143.3525,14.01,58,20,2.06,JP,1698111240
523,tofol,5.3248,163.0078,30.88,79,75,4.12,FM,1698111240
524,yambio,4.5721,28.3955,19.75,99,68,0.75,SS,1698111240
525,ergani,38.2653,39.7621,15.61,58,22,1.11,TR,1698111240
526,faya-largeau,17.9257,19.1043,24.34,18,3,6.88,TD,1698111240
527,cockburn town,21.4612,-71.1419,28.88,76,4,6.39,TC,1698111240
528,zemio,5.0314,25.1361,20.91,98,100,1.52,CF,1698111241
529,letlhakane,-21.4167,25.5833,19.13,66,0,4.75,BW,1698111241
530,piti village,13.4626,144.6933,32.49,76,40,5.66,GU,1698111241
531,nkhata bay,-11.6066,34.2907,24.89,51,2,1.91,MW,1698111241
532,baijiantan,45.6333,85.1833,11.61,41,100,5.8,CN,1698111241
533,meadow lakes,61.6247,-149.6011,2.99,55,0,1.54,US,1698111241
534,urangan,-25.3,152.9,23.55,72,0,5.74,AU,1698111241
535,west end,26.6833,-78.9667,21.99,67,72,7.28,BS,1698111241
536,aylmer,42.7668,-80.983,9.03,71,100,2.16,CA,1698111241
537,napanee,44.2501,-76.9494,6.02,70,100,1.75,CA,1698111242
538,tughyl,47.7252,84.2063,4.86,57,100,1.21,KZ,1698111242
539,tremp,42.167,0.8949,13.15,91,100,0.89,ES,1698111242
540,george,-33.963,22.4617,13.75,82,20,4.63,ZA,1698111242
541,northam,51.0333,-4.2167,10.37,96,2,3.83,GB,1698111242
542,kudus,-6.8048,110.8405,32.2,50,31,3.14,ID,1698111242
543,ta`u,-14.2336,-169.5144,26.94,73,87,5.59,AS,1698111242
544,alaghsas,17.0187,8.0168,26.02,16,0,5.13,NE,1698111242
545,yaya,56.206,86.44,-0.78,78,100,6.93,RU,1698111243
546,nuriootpa,-34.4833,139.0,16.94,40,100,10.16,AU,1698111243
547,essaouira,31.5125,-9.77,15.72,100,75,2.06,MA,1698111243
548,puerto quijarro,-17.7833,-57.7667,30.11,40,27,0.53,BO,1698111243
549,kalengwa,-13.4659,25.0027,20.67,57,90,2.22,ZM,1698111243
550,balykshi,47.0667,51.8667,7.0,93,100,5.0,KZ,1698111243
551,kipushi,-11.7667,27.2333,19.22,72,97,2.13,CD,1698111243
552,okhotsk,59.3833,143.3,-6.16,75,7,5.5,RU,1698111243
553,cuito,-12.3833,16.9333,19.02,50,87,1.31,AO,1698111244
554,dalhart,36.0595,-102.5133,22.01,53,0,9.26,US,1698111244
555,bagaha,27.1,84.0833,21.92,69,0,1.84,IN,1698111244
556,shitanjing,39.2342,106.3439,14.48,18,21,2.46,CN,1698111244
557,fairview,40.8126,-73.999,13.57,62,0,2.06,US,1698111244
558,chiquimulilla,14.0858,-90.3767,23.89,94,100,1.26,GT,1698111244
559,garoowe,8.4054,48.4845,24.35,81,30,3.32,SO,1698111244
560,aykhal,66.0,111.5,-10.66,100,100,2.56,RU,1698111244
561,mugango,-1.6833,33.7,21.97,73,88,2.42,TZ,1698111244
562,salinopolis,-0.6136,-47.3561,26.8,75,96,5.2,BR,1698111245
563,nogliki,51.8333,143.1667,8.33,63,55,5.1,RU,1698111245
564,colonia rincon viejo,16.9,-95.05,24.05,90,23,0.42,MX,1698111245
565,sokoni,-6.4333,39.55,26.9,81,94,6.66,TZ,1698111245
566,nayoro,44.3506,142.4578,12.45,61,33,3.81,JP,1698111245
567,gilgit,35.9221,74.3087,12.98,61,100,0.61,PK,1698111245
568,hono,57.6897,11.6497,9.6,99,100,5.45,SE,1698111245
569,fonte boa,-2.4959,-66.2662,23.99,93,100,1.3,BR,1698111245
570,amphoe sikhiu,14.8994,101.7083,25.63,80,100,4.49,TH,1698111246
571,kirensk,57.7853,108.1119,3.62,94,100,4.3,RU,1698111246
572,tchintabaraden,15.8969,5.7985,27.85,15,4,4.47,NE,1698111246
573,kalianget,-7.05,113.9333,29.24,64,50,3.79,ID,1698111246
574,bridgewater,44.3835,-64.5155,7.82,87,15,5.66,CA,1698111246
575,alesund,62.4723,6.1549,7.22,96,20,2.57,NO,1698111246
